Date;Car;Truck;Total;Time;Year;Q1;Q2;Q3;Inventories;CPI_New_Cars;CPI_Used_Cars;Gas_Prices;Cons_Conf_Autos;Miles_Driven;Bank_Auto_Interest_Rate;US_Population_millions;Unemployment;Disposible_Income_Capita_Real;Saving_Capital;Household_Debt_Capital;US_House_Price_Inflation;Consumer_Confidence;RealGDP;Fed_Funds_Rate;US_Urban_CPI_Change;Nonfarm_Payrolls
31/3/1994;876487;572605;1444671;1;1;1;0;0;1381;3.361344538;5.529225908;1.012;5.8;196190;7.54;262.4853236;6.57;26403;1636.986;22017.4617;3.259810942;86.73;37138.07639;3.34;2.5;16799
30/4/1994;787201;525248;1312449;2;1;0;1;0;1343.4;3.279938978;5.128205128;1.037;7.1;195407;7.54;262.757732;6.57;26384;1530.272;22001.6176;3.259810942;92.07;37099.5743;3.56;2.4;16855
31/5/1994;816102;542678;1358780;3;1;0;1;0;1383.6;3.351104341;4.866920152;1.05;6.6;206594;7.76;263.0116959;6.57;26676;1893.996;22245.1164;3.259810942;88.91;37063.75097;4.01;2.3;16932
30/6/1994;870757;577002;1447759;4;1;0;1;0;1416;3.664122137;4.914370812;1.095;5;207280;7.76;263.2928526;6.2;26597;1675.611;22205.8353;2.911299018;92.52;37530.07309;4.25;2.5;17103
31/7/1994;713421;478797;1192218;5;1;0;0;1;1454.6;3.743315508;4.775900073;1.114;8.5;214778;7.76;263.5779023;6.2;26591;1701.824;22200.8259;2.911299018;91.3;37489.4857;4.26;2.8;16991
31/8/1994;787684;517297;1304981;6;1;0;0;1;1428.4;3.669724771;4.727272727;1.161;7.1;215045;8.41;263.8759398;6.2;26600;1569.4;22208.34;2.911299018;90.35;37447.1428;4.47;2.9;17183
30/9/1994;745132;480124;1225256;7;1;0;0;1;1428.3;3.905053599;4.830569575;1.129;6.3;200511;8.41;264.1556105;6;26682;1654.284;22386.198;2.505207454;89.51;37628.19946;4.73;3;17222
31/10/1994;740570;522396;1262966;8;1;0;0;0;1436.5;3.563305534;5.6509299;1.121;6.6;202864;8.41;264.4288316;6;26901;1748.565;22569.939;2.505207454;89.13;37589.32011;4.76;2.6;17226
30/11/1994;674314;498041;1172355;9;1;0;0;0;1432.1;3.223388306;6.680881308;1.117;5;190074;8.75;264.6778576;6;26867;1719.488;22541.413;2.505207454;100.42;37553.95366;5.29;2.7;17238
31/12/1994;694944;494171;1189115;10;1;0;0;0;1445.3;3.204172876;8.758076095;1.134;7;193087;8.75;264.9237958;5.63;26967;1752.855;22711.6074;1.574539363;103.42;37944.87381;5.45;2.7;17230
31/1/1995;586455;417445;1003900;11;2;1;0;0;1532.8;3.192279139;11.40350877;1.131;5.6;193838;8.75;265.1611473;5.63;27056;1866.864;22786.5632;1.574539363;101.42;37910.90853;5.53;2.8;17133
28/2/1995;653953;449855;1103808;12;2;1;0;0;1605;3.037037037;14.31767338;1.121;5.1;171053;9.7;265.3834797;5.63;27094;1977.862;22818.5668;1.574539363;99.38;37879.1476;5.92;2.9;17158
31/3/1995;803701;566473;1370174;13;2;1;0;0;1677.2;2.73466371;15.86826347;1.121;6.4;201227;9.7;265.6262667;5.47;27137;1899.59;22919.9102;1.470261873;100.18;37974.03067;5.98;2.9;17177
30/4/1995;690908;493045;1183953;14;2;0;1;0;1708.1;2.880354505;15.81670362;1.184;7.3;198213;9.7;265.8749628;5.47;26904;1694.952;22723.1184;1.470261873;104.64;37938.51024;6.05;3.1;17206
31/5/1995;830401;564652;1395053;15;2;0;1;0;1718.7;2.652910833;14.3582306;1.244;7.8;212586;9.78;266.1299831;5.47;27142;1764.23;22924.1332;1.470261873;102;37902.1555;6.01;3.2;17234
30/6/1995;857482;584383;1441865;16;2;0;1;0;1705.5;2.430044183;12.34918382;1.229;4.6;211370;9.78;266.4141786;5.67;27196;1658.956;23195.4684;2.503584427;94.6;37993.84873;6;3;17342
31/7/1995;726643;500472;1227115;17;2;0;0;1;1728.5;1.840942563;10.44880785;1.179;7.1;217188;9.78;266.7021785;5.67;27221;1742.144;23216.7909;2.503584427;101.44;37952.82085;5.85;2.8;17177
31/8/1995;812184;523896;1336080;18;2;0;0;1;1666.7;1.696165192;9.027777778;1.163;7;219216;9.44;266.997391;5.67;27213;1659.993;23209.9677;2.503584427;102.38;37910.85735;5.74;2.6;17335
30/9/1995;720480;466608;1187088;19;2;0;0;1;1650;1.547531319;7.634112792;1.156;7.5;203866;9.44;267.3047305;5.67;27270;1663.47;23392.206;3.652240773;97.28;38191.61742;5.8;2.5;17341
31/10/1995;707042;488925;1195967;20;2;0;0;0;1685.7;1.464128843;6.431956669;1.115;6.8;206745;9.44;267.5796575;5.67;27273;1772.745;23394.7794;3.652240773;96.31;38152.37711;5.76;2.8;17290
30/11/1995;650232;494095;1144327;21;2;0;0;0;1679.1;1.74291939;5.129913391;1.107;6.9;194131;9.36;267.8342667;5.67;27321;1639.26;23435.9538;3.652240773;101.61;38116.10862;5.8;2.6;17248
31/12/1995;660746;513689;1174435;22;2;0;0;0;1629.8;1.588447653;4.422442244;1.128;7.1;193341;9.36;268.0509312;5.57;27331;1503.205;23936.4898;4.562445031;99.17;38355.39744;5.6;2.5;17251
31/1/1996;570743;456742;1027485;23;3;1;0;0;1622.6;1.510791367;3.608923885;1.133;7;183465;9.36;268.2521113;5.57;27353;1668.533;23955.7574;4.562445031;88.41;38326.63218;5.56;2.7;17083
29/2/1996;694572;517386;1212521;24;3;1;0;0;1613.2;1.581595974;2.739726027;1.153;8.1;176562;9.12;268.4844964;5.57;27542;1680.062;24121.2836;4.562445031;98;38293.45879;5.22;2.7;17130
31/3/1996;798303;578052;1376355;25;3;1;0;0;1419.1;1.798561151;1.61498708;1.21;6.7;204172;9.12;268.7300782;5.53;27608;1656.48;24383.3856;5.177975832;98.4;38509.64532;5.31;2.8;17113
30/4/1996;766542;563181;1330009;26;3;0;1;0;1435.1;1.435750179;0.446713465;1.318;7.5;205253;9.12;268.9760793;5.53;27424;1371.2;24220.8768;5.177975832;104.83;38474.42503;5.22;2.9;17137
31/5/1996;876696;615569;1492265;27;3;0;1;0;1413.2;1.36396267;-0.063411541;1.321;8.3;218676;8.93;269.2471258;5.53;27747;1692.567;24506.1504;5.177975832;103.54;38435.69349;5.24;2.9;17210
30/6/1996;797074;575649;1373165;28;3;0;1;0;1454.7;1.581595974;-0.694883133;1.289;6.9;215551;8.93;269.5273275;5.5;27884;1812.46;24643.8792;3.669033785;100.07;39066.16853;5.27;2.8;17323
31/7/1996;736760;552041;1288801;29;3;0;0;1;1526.9;1.952277657;-0.380952381;1.263;8.1;225109;8.93;269.8200144;5.5;27780;1694.58;24551.964;3.669033785;106.99;39023.79156;5.4;3;17181
31/8/1996;754245;550200;1305877;30;3;0;0;1;1545.8;2.030456853;-0.25477707;1.253;8;229050;9.11;270.1251079;5.5;27816;1641.144;24583.7808;3.669033785;111.99;38979.71604;5.22;2.9;17362
30/9/1996;699990;506896;1206886;31;3;0;0;1;1540.6;2.322206096;0.319488818;1.245;6.7;207604;9.11;270.4319414;5.27;27851;1671.06;24667.6307;2.559211572;111.81;39295.654;5.3;3;17348
31/10/1996;681971;586500;1269857;32;3;0;0;0;1470.9;2.092352092;-0.127226463;1.26;5.8;215654;9.11;270.7265341;5.27;27817;1613.386;24637.5169;2.559211572;107.28;39252.89419;5.24;3;17333
30/11/1996;595876;529531;1125407;33;3;0;0;0;1454.1;1.570306924;-0.82382763;1.289;7.1;199643;9.03;270.9999282;5.27;27862;1615.996;24677.3734;2.559211572;109.47;39213.29452;5.31;3.3;17312
31/12/1996;602618;516330;1120001;34;3;0;0;0;1422.5;1.634683724;-1.643489254;1.274;7;201462;9.03;271.2439592;5.33;27935;1592.295;24809.0735;2.549679319;114.25;39592.0338;5.29;3.3;17308
31/1/1997;617874;474010;1091884;35;4;1;0;0;1393.7;1.346562721;-2.026599113;1.284;7.6;190126;9.03;271.4744849;5.33;28003;1568.168;24869.4643;2.549679319;118.74;39558.41377;5.25;3;17183
28/2/1997;655534;497274;1153854;36;4;1;0;0;1401.9;1.132342534;-1.968253968;1.27;8.1;183950;8.92;271.7055092;5.33;28062;1599.534;24921.8622;2.549679319;118.87;39524.77824;5.19;3;17223
31/3/1997;772613;623714;1396327;37;4;1;0;0;1391.8;0.989399293;-1.843610935;1.246;7.8;211952;8.92;271.951003;5.23;28165;1633.57;25080.9325;2.250987731;118.54;39789.88818;5.39;2.8;17268
30/4/1997;704071;574302;1279609;38;4;0;1;0;1379.3;0.920028309;-1.969504447;1.24;8.3;211290;8.92;272.2129488;5.23;28157;1661.263;25073.8085;2.250987731;118.52;39751.59906;5.51;2.5;17288
31/5/1997;777736;628674;1406410;39;4;0;1;0;1366.9;0.637393768;-2.347715736;1.255;8.2;226082;9.2;272.4836254;5.23;28245;1751.19;25152.1725;2.250987731;127.89;39712.11108;5.5;2.2;17356
30/6/1997;745728;578960;1326112;40;4;0;1;0;1381.3;0.283085633;-3.435114504;1.226;7.9;222254;9.2;272.7645292;5;28305;1698.3;25304.67;2.926829268;129.88;40269.53223;5.56;2.3;17485
31/7/1997;745581;602349;1347930;41;4;0;0;1;1421.9;0.070921986;-4.461440408;1.216;8.7;236713;9.2;273.0757037;5;28387;1561.285;25377.978;2.926829268;126.35;40223.64441;5.52;2.2;17352
31/8/1997;745448;572199;1319881;42;4;0;0;1;1395.3;-0.213219616;-5.172413793;1.288;7.6;233496;8.99;273.3929825;5;28500;1539;25479;2.926829268;129.1;40176.96395;5.54;2.2;17553
30/9/1997;676801;532540;1209341;43;4;0;0;1;1400.9;-0.709219858;-5.605095541;1.255;7.5;213547;8.99;273.6985917;4.87;28546;1598.576;25574.3614;3.879933871;130.19;40643.24894;5.54;2.2;17550
31/10/1997;673749;573267;1249319;44;4;0;0;0;1400.2;-0.636042403;-5.796178344;1.228;7.3;221219;8.99;273.9860384;4.87;28650;1604.4;25667.535;3.879933871;123.39;40600.60894;5.5;2.1;17563
30/11/1997;570809;550539;1121348;45;4;0;0;0;1409.6;-0.702740689;-5.686900958;1.207;7.8;202422;8.96;274.25;4.87;28800;1670.4;25801.92;3.879933871;128.09;40561.53145;5.52;1.8;17597
31/12/1997;665839;589801;1255640;46;4;0;0;0;1399.7;-1.048951049;-4.948586118;1.158;6.7;207322;8.96;274.4988941;4.67;28936;1678.288;25834.0608;4.413800174;136.21;40839.14449;5.5;1.7;17613
31/1/1998;532224;487532;1019756;47;5;1;0;0;1427.4;-0.839160839;-4.266321913;1.112;6.9;196870;8.96;274.7309248;4.67;29174;1954.658;26046.5472;4.413800174;128.3;40804.6528;5.56;1.6;17511
28/2/1998;622049;524116;1146165;48;5;1;0;0;1439;-0.839748076;-3.886010363;1.09;8.9;187167;8.89;274.9395044;4.67;29341;1995.188;26195.6448;4.413800174;137.38;40773.69683;5.5;1.4;17536
31/3/1998;731822;640602;1372424;49;5;1;0;0;1451.3;-0.839748076;-4.598445596;1.077;7.8;214222;8.89;275.1721097;4.63;29487;2034.603;26287.6605;5.094310844;133.8;41142.25097;5.49;1.4;17569
30/4/1998;714938;642846;1357784;50;5;0;1;0;1438.5;-0.771388499;-3.953337654;1.086;9;217921;8.89;275.4356285;4.63;29555;1950.63;26348.2825;5.094310844;137.2;41102.88877;5.45;1.4;17580
31/5/1998;797526;715185;1512711;51;5;0;1;0;1396.2;-1.055594652;-2.53411306;1.108;8.7;227899;8.69;275.6973724;4.63;29647;1867.761;26430.3005;5.094310844;136.31;41063.86615;5.49;1.7;17607
30/6/1998;823164;750543;1573707;52;5;0;1;0;1289.1;-1.199717713;-0.592885375;1.096;7.3;228733;8.69;275.9744838;4.4;29785;1846.67;26711.188;5.162851669;138.23;41420.49599;5.56;1.7;17709
31/7/1998;640365;592291;1232656;53;5;0;0;1;1196.4;-0.708717222;0.933955971;1.088;11;239944;8.69;276.2614063;4.4;29808;1877.904;26731.8144;5.162851669;137.22;41377.47705;5.54;1.7;17404
31/8/1998;680832;552193;1233025;54;5;0;0;1;1306;-0.284900285;1.750841751;1.053;8.7;237143;8.7;276.5641214;4.4;29873;1852.126;26790.1064;5.162851669;133.11;41332.18705;5.55;1.6;17640
30/9/1998;689505;592783;1282288;55;5;0;0;1;1332.9;-0.428571429;2.496626181;1.053;8.7;219461;8.7;276.8616577;4.53;29933;1736.114;26852.8943;5.177301437;126.37;41828.11046;5.51;1.5;17632
31/10/1998;717426;654523;1371949;56;5;0;0;0;1340;-0.640113798;3.448275862;1.055;9.6;228523;8.7;277.1375154;4.53;29953;1677.368;26870.8363;5.177301437;119.29;41786.4755;5.07;1.5;17551
30/11/1998;567037;578039;1145076;57;5;0;0;0;1371.9;-0.495399858;4.33604336;1.015;9.6;211178;8.62;277.398742;4.53;30047;1712.679;26955.1637;5.177301437;126.39;41747.12516;4.83;1.5;17502
31/12/1998;689172;654899;1344071;58;5;0;0;0;1369.7;-0.141342756;3.515889114;0.979;8.3;216303;8.62;277.6595391;4.43;30071;1563.692;27226.2834;5.061861744;126.67;42392.56479;4.68;1.6;17475
31/1/1999;549274;544415;1093689;59;6;1;0;0;1410.8;-0.282087447;1.688048616;0.977;8.5;193581;8.62;277.8893973;4.43;30162;1719.234;27308.6748;5.061861744;128.93;42357.49948;4.63;1.7;17324
28/2/1999;672928;616602;1289530;60;6;1;0;0;1399.1;-0.635144672;-0.067385445;0.949;10.3;191485;8.34;278.0937893;4.43;30238;1693.328;27377.4852;5.061861744;133.12;42326.36777;4.76;1.6;17305
31/3/1999;791836;744812;1536648;61;6;1;0;0;1405;-0.988002823;0.067888663;1.121;8.7;220763;8.34;278.3192277;4.3;30248;1603.144;27692.044;4.610323642;133.95;42629.8251;4.81;1.7;17303
30/4/1999;739087;668248;1407335;62;6;0;1;0;1404.3;-0.989399293;0.067476383;1.171;9;220996;8.34;278.5823221;4.3;30162;1357.29;27613.311;4.610323642;135.52;42589.5653;4.74;2.3;17291
31/5/1999;830104;763195;1593299;63;6;0;1;0;1393.2;-0.711237553;-0.266666667;1.151;10.1;230786;8.31;278.8574267;4.3;30195;1298.385;27643.5225;4.610323642;137.67;42547.5489;4.74;2.1;17316
30/6/1999;829297;778312;1607609;64;6;0;1;0;1378.1;-0.642857143;0;1.153;8.3;235970;8.31;279.1456041;4.27;30267;1271.214;28084.7493;5.067599962;138.97;42853.97951;4.76;2;17394
31/7/1999;771028;721278;1492306;65;6;0;0;1;1356.8;-1.070663812;0.660938533;1.232;10.5;243116;8.31;279.4502445;4.27;30268;1240.988;28085.6772;5.067599962;136.22;42807.2626;4.99;2.1;17303
31/8/1999;803081;682054;1485135;66;6;0;0;1;1349.7;-1.428571429;1.786896095;1.273;10.1;241503;8.44;279.7523383;4.27;30364;1214.56;28174.7556;5.067599962;136.05;42761.03668;5.07;2.3;17363
30/9/1999;720728;683026;1403754;67;6;0;0;1;1346.4;-0.860832138;2.50164582;1.302;8.8;224306;8.44;280.0494886;4.23;30310;1060.85;28400.47;5.092680159;134.21;43253.4266;5.22;2.6;17334
31/10/1999;692670;664532;1357202;68;6;0;0;0;1385.1;-0.644237652;2.222222222;1.277;9.5;233631;8.44;280.3367468;4.23;30468;1188.252;28548.516;5.092680159;130.45;43209.10527;5.2;2.6;17313
30/11/1999;643457;636535;1279992;69;6;0;0;0;1403.4;-0.711237553;1.363636364;1.315;7.7;221856;8.67;280.5969662;4.23;30655;1256.855;28723.735;5.092680159;136.96;43169.03409;5.42;2.6;17317
31/12/1999;683437;716294;1399731;70;6;0;0;0;1406.6;-0.8492569;1.241018942;1.314;8.6;221465;8.67;280.8445869;4.07;30879;1142.523;28958.3262;4.930136922;141.69;43879.4286;5.3;2.7;17299
31/1/2000;625574;583082;1208656;71;7;1;0;0;1370.1;-0.99009901;2.19123506;1.355;9.8;203442;8.67;281.083861;4.07;31111;1462.217;29175.8958;4.930136922;144.71;43842.07601;5.45;2.7;17179
29/2/2000;773657;731349;1505006;72;7;1;0;0;1306.4;-0.710227273;3.169251517;1.458;9.8;199261;8.88;281.2964624;4.07;31208;1310.736;29266.8624;4.930136922;140.81;43808.94055;5.73;3.2;17192
31/3/2000;835814;834060;1669874;73;7;1;0;0;1305.2;-0.213827512;3.799185889;1.549;8.5;232490;8.88;281.5291107;4.03;31260;1219.14;29312.502;5.822234554;137.06;43899.90069;5.85;3.8;17236
30/4/2000;774418;727079;1501497;74;7;0;1;0;1321.4;0.071377587;3.843560351;1.478;8.3;227748;8.88;281.7619488;4.03;31363;1379.972;29409.0851;5.822234554;137.7;43863.62336;6.02;3.1;17249
31/5/2000;833851;791619;1625470;75;7;0;1;0;1322.8;0.286532951;3.877005348;1.579;10.1;242501;9.22;281.9927513;4.03;31454;1352.522;29494.4158;5.822234554;144.69;43827.72232;6.27;3.2;17262
30/6/2000;840889;780133;1619001;76;7;0;1;0;1346.7;0.35945363;3.180914513;1.691;8.4;242963;9.22;282.2464918;3.93;31498;1322.916;29661.6666;6.119096509;139.2;44615.25781;6.53;3.7;17403
31/7/2000;744243;692486;1436729;77;7;0;0;1;1367.1;0.505050505;1.969796454;1.514;7.3;245139;9.22;282.5067172;3.93;31635;1455.21;29790.6795;6.119096509;142.98;44574.16136;6.54;3.7;17318
31/8/2000;803577;740253;1543830;78;7;0;0;1;1381.8;0.507246377;0.910273082;1.521;9.1;247832;9.62;282.7668681;3.93;31776;1461.696;29923.4592;6.119096509;140.85;44533.15229;6.5;3.4;17365
30/9/2000;749346;728546;1477892;79;7;0;0;1;1411.1;0.0723589;0.321130379;1.586;7.8;227899;9.62;283.0346174;4;31747;1206.386;30096.156;6.542182227;142.52;44544.72783;6.52;3.5;17278
31/10/2000;622008;658815;1280823;80;7;0;0;0;1412.8;-0.144092219;0.959079284;1.584;9.3;236491;9.62;283.286119;4;31770;1270.8;30117.96;6.542182227;135.77;44505.181;6.51;3.4;17251
30/11/2000;599967;630488;1230455;81;7;0;0;0;1416.5;0;2.049967969;1.549;7.2;222819;9.64;283.5256289;4;31722;1205.436;30072.456;6.542182227;132.6;44467.58499;6.51;3.4;17226
31/12/2000;616763;627215;1243978;82;7;0;0;0;1397.2;0.28551035;3.35483871;1.453;8.3;218390;9.64;283.7435009;3.9;31735;1110.725;30249.802;7.081143672;128.55;44685.78121;6.4;3.4;17200
31/1/2001;598362;573878;1172240;83;8;1;0;0;1348;0.285714286;4.223521767;1.5;7.8;209685;9.64;283.9647494;3.9;31886;1275.44;30393.7352;7.081143672;115.73;44650.96469;5.98;3.7;16993
28/2/2001;703092;655104;1358196;84;8;1;0;0;1256.4;0.071530758;4.836601307;1.471;9;200876;9.17;284.1706339;3.9;31928;1309.048;30433.7696;7.081143672;109.25;44618.61461;5.49;3.5;16933
31/3/2001;791324;808024;1599348;85;8;1;0;0;1234.2;-0.357142857;4.509803922;1.445;7.9;232587;9.17;284.3800775;4.23;32004;1440.18;30506.2128;7.66507888;116.87;44459.16223;5.31;2.9;16869
30/4/2001;691546;659604;1351150;86;8;0;1;0;1179.9;-0.427960057;3.701298701;1.665;7.7;232405;9.17;284.6021249;4.23;31907;1372.001;30413.7524;7.66507888;109.86;44424.47506;4.8;3.3;16750
31/5/2001;817027;788154;1605181;87;8;0;1;0;1164.2;-0.571428571;2.380952381;1.739;9.5;245357;8.67;284.833721;4.23;31814;1177.118;30325.1048;7.66507888;116.1;44388.35386;4.21;3.6;16646
30/6/2001;815345;809225;1624570;88;8;0;1;0;1152.9;-0.787965616;2.055234425;1.583;6.7;243498;8.67;285.0797446;4.4;31789;1176.193;30933.8759;7.714138287;118.86;44585.06871;3.97;3.2;16615
31/7/2001;670319;681033;1351352;89;8;0;0;1;1122.9;-0.861450108;1.93174501;1.428;9.4;250354;8.67;285.3190235;4.4;32239;1611.95;31371.7709;7.714138287;116.3;44547.67804;3.77;2.7;16393
31/8/2001;714191;708688;1422879;90;8;0;0;1;1145.3;-1.0814708;1.804123711;1.523;8.1;253274;8.3;285.5878673;4.4;32771;1999.031;31889.4601;7.714138287;114.03;44505.74221;3.65;2.7;16332
30/9/2001;643043;649229;1292272;91;8;0;0;1;1121.5;-0.867678959;0.704225352;1.522;7.3;226312;8.3;285.8470248;4.83;32502;2047.626;31868.211;7.428523164;97;44324.7573;3.07;2.6;16186
31/10/2001;816852;909756;1726608;92;8;0;0;0;925.1;-0.649350649;-0.063331222;1.277;8.8;241043;8.3;286.0892142;4.83;31968;863.136;31344.624;7.428523164;85.27;44287.23409;2.49;2.1;16010
30/11/2001;605298;722769;1328067;93;8;0;0;0;898.7;-0.143266476;-1.192718142;1.168;7.1;230511;7.86;286.3143758;4.83;32019;1088.646;31394.6295;7.428523164;84.89;44252.40599;2.09;1.9;15847
31/12/2001;577736;736423;1314159;94;8;0;0;0;976.9;0;-1.872659176;1.137;8;229584;7.86;286.5373823;5.5;32074;1218.812;32221.5404;7.107802362;94.57;44340.8113;1.82;1.6;15723
