Date;Car;Truck;Total;Time;Year;Q1;Q2;Q3;Inventories;CPI_New_Cars;CPI_Used_Cars;Gas_Prices;Cons_Conf_Autos;Miles_Driven;Bank_Auto_Interest_Rate;US_Population_millions;Unemployment;Disposible_Income_Capita_Real;Saving_Capital;Household_Debt_Capital;US_House_Price_Inflation;Consumer_Confidence;RealGDP;Fed_Funds_Rate;US_Urban_CPI_Change;Nonfarm_Payrolls
31/12/2009;508815;520722;1029537;190;16;0;0;0;777.6;3.555917883;9.153737995;2.662;3.9;239703;6.55;308.4961599;9.93;35416;2018.712;44500.204;-5.227738786;53.62;47138.02598;0.12;2.7;11494
31/1/2010;359239;339241;698480;191;17;1;0;0;798.1;2.693217927;11.46136165;2.76;5.2;220839;6.55;308.7005746;9.93;35331;1978.536;44393.4015;-5.227738786;56.45;47106.81223;0.11;2.6;11357
28/2/2010;397414;382533;779947;192;17;1;0;0;847.4;2.363513355;14.14964547;2.709;5.3;210635;6.45;308.9003007;9.93;35246;1832.792;44286.599;-5.227738786;46.42;47076.3543;0.13;2.1;11340
31/3/2010;534960;530646;1065606;193;17;1;0;0;834.4;2.033880851;16.30252517;2.851;3.9;254238;6.45;309.0955443;9.83;35303;1765.15;43888.6896;-7.0529545;52.29;47250.11496;0.16;2.3;11367
30/4/2010;494544;486900;981444;194;17;0;1;0;834.7;1.567955777;16.58402977;2.901;5.4;253936;6.45;309.2842674;9.83;35544;1990.464;44188.3008;-7.0529545;57.74;47221.28327;0.2;2.2;11425
31/5/2010;554904;547389;1102293;195;17;0;1;0;858.2;1.266045883;16.21443131;2.784;6;256927;6.26;309.4712117;9.83;35761;2145.66;44458.0752;-7.0529545;62.66;47192.758;0.2;2;11499
30/6/2010;491379;491599;982978;196;17;0;1;0;854.8;0.932696394;16.14825897;2.809;4.1;260083;6.26;309.6693891;9.63;35752;2109.368;43728.2712;-5.374760713;54.31;47618.20354;0.18;1.1;11613
31/7/2010;511737;537392;1049129;197;17;0;0;1;861.1;0.451609132;17.04608151;2.801;4.7;265315;6.26;309.8747134;9.63;35758;2109.722;43735.6098;-5.374760713;51.03;47586.65152;0.18;1.2;11614
31/8/2010;497607;498925;996532;198;17;0;0;1;876.7;1.866840925;15.52863436;2.736;4.7;263837;6.24;310.0940211;9.63;35843;2078.894;43839.5733;-5.374760713;53.18;47552.99682;0.19;1.1;11651
30/9/2010;467979;485805;953784;199;17;0;0;1;883.6;1.763908739;12.9057193;2.747;5;244682;6.24;310.3234283;9.47;35773;2003.288;43210.2067;-1.878573373;48.61;47838.79864;0.19;1.1;11638
31/10/2010;441080;508570;949650;200;17;0;0;0;884.7;0.021037207;8.554590056;2.87;5.2;259528;6.24;310.5340998;9.47;35836;1935.144;43286.3044;-1.878573373;49.92;47806.34401;0.19;1.2;11619
30/11/2010;399906;472981;872887;201;17;0;0;0;884;-1.291651469;6.019840057;2.912;11.4;239757;5.87;310.7299961;9.47;35918;1903.654;43385.3522;-1.878573373;57.82;47776.20502;0.19;1.1;11610
31/12/2010;514378;629892;1144270;202;17;0;0;0;837.6;-1.131484026;3.67378426;3.106;10.1;240998;5.87;310.9162333;9.5;36148;2132.732;42954.6684;-1.865114436;63.4;48048.31142;0.18;1.5;11604
31/1/2011;380556;436542;817098;203;18;1;0;0;843.2;-0.780386245;2.429333065;3.155;10.9;223790;5.87;311.094589;9.5;36315;2287.845;43153.1145;-1.865114436;64.79;48020.76451;0.17;1.6;11524
28/2/2011;482540;507268;989808;204;18;1;0;0;819;0.277302835;1.939123365;3.435;12.8;213463;5.85;311.2533656;9.5;36398;2329.472;43251.7434;-1.865114436;72.02;47996.26816;0.16;2.1;11542
31/3/2011;642347;599604;1241951;205;18;1;0;0;787.7;1.15274814;2.326043879;3.65;11.3;253124;5.85;311.4133128;9.03;36326;2215.886;42319.79;-3.402325797;63.82;47786.33215;0.14;2.7;11588
30/4/2011;598627;555665;1154292;206;18;0;1;0;747.3;2.159658392;3.292644093;3.932;12.5;249578;5.85;311.5934825;9.03;36210;2100.18;42184.65;-3.402325797;66.02;47758.70112;0.1;3.2;11640
31/5/2011;535075;522751;1057826;207;18;0;1;0;745.7;3.496113013;4.085956629;3.848;13.7;254083;5.79;311.7718614;9.03;36171;2134.089;42139.215;-3.402325797;61.74;47731.37618;0.09;3.6;11690
30/6/2011;516588;532632;1049220;208;18;0;1;0;755.1;4.393905298;5.108761141;3.631;11.5;258350;5.79;311.9711327;9.07;36304;2214.544;41702.4048;-4.220354809;57.62;48048.03532;0.09;3.6;11801
31/7/2011;495603;560302;1055905;209;18;0;0;1;769.1;4.543073722;5.332048996;3.754;11.9;260175;5.79;312.189765;9.07;36424;2258.288;41840.2488;-4.220354809;59.23;48014.38638;0.07;3.6;11813
31/8/2011;498090;571137;1069227;210;18;0;0;1;782.6;4.448899256;5.350587185;3.682;13;260526;5.89;312.4072139;9.07;36374;2255.188;41782.8138;-4.220354809;45.18;47980.96629;0.1;3.8;11863
30/9/2011;475519;574235;1049754;211;18;0;0;1;778.4;4.359532247;5.149077466;3.568;11.1;242062;5.89;312.625538;9;36244;2065.908;40868.7344;-4.402515723;46.37;48048.21799;0.08;3.9;11840
31/10/2011;468533;548799;1017332;212;18;0;0;0;795.3;4.017261387;5.174951402;3.511;11.7;252058;5.89;312.8323955;9;36252;1993.86;40877.7552;-4.402515723;40.87;48016.44656;0.07;3.5;11826
30/11/2011;452482;539181;991663;213;18;0;0;0;820.4;3.966235554;4.90685413;3.368;12.2;238634;5.4;313.0159695;9;36194;2026.864;40812.3544;-4.402515723;55.17;47988.28643;0.08;3.4;11790
31/12/2011;543671;695268;1238939;214;18;0;0;0;860.7;3.960998067;3.991463911;3.317;10.2;244930;5.4;313.1961591;8.63;36450;2332.8;40907.835;-3.282506754;64.8;48500.91407;0.07;3;11800
31/1/2012;457705;452564;910269;215;19;1;0;0;920;3.976035252;3.218406931;3.5;9.6;227527;5.4;313.3658643;8.63;36683;2421.078;41169.3309;-3.282506754;61.1;48474.64811;0.08;2.9;11735
29/2/2012;599974;546185;1146159;216;19;1;0;0;910.9;3.359267538;2.850206734;3.78;10.3;218196;5.07;313.5239232;8.63;36868;2470.156;41376.9564;-3.282506754;71.62;48450.21026;0.1;2.9;11751
31/3/2012;747325;652775;1400100;217;19;1;0;0;910;2.702567867;3.196318507;3.973;12.3;256166;5.07;313.699483;8.27;36943;2586.01;40674.243;-1.59024141;69.45;48744.10329;0.13;2.7;11822
30/4/2012;619542;561644;1181186;218;19;0;1;0;928.4;2.302449807;3.506933026;3.889;9.9;249394;5.07;313.8674302;8.27;37022;2665.584;40761.222;-1.59024141;68.7;48718.02083;0.14;2.3;11852
31/5/2012;672662;657535;1330197;219;19;0;1;0;958.7;1.233209779;3.507660369;3.728;10.6;260774;4.88;314.0415767;8.27;37040;2703.92;40781.04;-1.59024141;64.37;48691.00506;0.16;1.7;11913
30/6/2012;645144;636273;1281417;220;19;0;1;0;980;0.384529803;2.32579591;3.494;11.6;260376;4.88;314.234885;8.2;37099;2819.524;40471.2991;-0.25671021;62.69;48888.27031;0.16;1.7;12024
31/7/2012;569542;580460;1150002;221;19;0;0;1;1034.5;0.151001691;1.057827012;3.568;14.3;260244;4.88;314.4394861;8.2;36975;2625.225;40336.0275;-0.25671021;65.37;48856.45944;0.16;1.4;12037
31/8/2012;634028;646332;1280360;222;19;0;0;1;1045.1;0.29382411;-0.623784679;3.837;11.6;264379;4.88;314.6598704;8.2;36883;2618.693;40235.6647;-0.25671021;61.28;48822.24092;0.13;1.7;12058
30/9/2012;584963;598836;1183799;223;19;0;0;1;1056.1;0.084371121;-1.606917297;3.889;12;238867;4.88;314.8767249;8.03;37031;2666.232;40108.2761;0.267672859;68.35;48847.05278;0.14;2;12023
31/10/2012;529758;557576;1087334;224;19;0;0;0;1068.1;0.256590828;-2.112954969;3.638;13.1;252925;4.88;315.0866353;8.03;37225;2903.55;40318.3975;0.267672859;73.08;48814.51092;0.16;2.2;11994
30/11/2012;550173;588964;1139137;225;19;0;0;0;1087.7;0.844664051;-2.25691885;3.505;11.6;240616;4.82;315.277483;8.03;37696;3317.248;40828.5376;0.267672859;71.54;48784.96191;0.16;1.8;11954
31/12/2012;631081;719533;1350614;226;19;0;0;0;1105.1;1.075066669;-1.961657891;3.369;12.2;238715;4.82;315.4453038;7.8;38659;4252.49;40773.6473;0.642178269;66.69;48770.10313;0.16;1.7;11958
31/1/2013;521977;517949;1039926;227;20;1;0;0;1114.2;1.401550474;-1.279707495;3.427;10.4;229419;4.82;315.592659;7.8;36235;1775.515;38217.0545;0.642178269;58.43;48747.3316;0.14;1.6;11880
28/2/2013;599354;588706;1188060;228;20;1;0;0;1113.9;0.980779494;-0.199304814;3.851;11.1;215803;4.69;315.7272652;7.8;36211;1701.917;38191.7417;0.642178269;68.04;48726.54882;0.15;2;11901
31/3/2013;737372;710302;1447674;229;20;1;0;0;1137.3;1.033288689;0.051117523;3.746;10.8;253026;4.69;315.8837492;7.73;36232;1739.136;39793.6056;2.238951262;61.9;49043.04207;0.14;1.5;11935
30/4/2013;637355;642923;1280278;230;20;0;1;0;1157.6;0.878784521;-0.61355378;3.587;10.6;252064;4.69;316.0396368;7.73;36229;1775.221;39790.3107;2.238951262;68.95;49018.85143;0.15;1.1;11945
31/5/2013;706162;730586;1436748;231;20;0;1;0;1184.7;0.593174;-1.605834663;3.704;10.6;263406;4.13;316.226011;7.73;36423;1930.419;40003.3809;2.238951262;74.26;48989.96116;0.11;1.4;11995
30/6/2013;687910;709369;1397279;232;20;0;1;0;1205.3;0.47934056;-2.283234389;3.645;11;259980;4.13;316.4104251;7.53;36489;1970.406;39838.6902;4.274311777;82.13;49055.27369;0.09;1.8;12086
31/7/2013;640146;669190;1309336;233;20;0;0;1;1154.8;0.533614963;-2.09286654;3.716;12.7;263946;4.13;316.6200198;7.53;36444;1895.088;39789.5592;4.274311777;81.01;49022.8003;0.09;2;12054
31/8/2013;734224;763486;1497710;234;20;0;0;1;1180.8;0.443968157;-1.032605537;3.623;10.6;268061;4.46;316.8478112;7.53;36527;1972.458;39880.1786;4.274311777;81.76;48987.55633;0.08;1.5;12107
30/9/2013;553196;580634;1133830;235;20;0;0;1;1211.3;0.484202459;0.418216228;3.499;12.9;242536;4.46;317.0683719;7.27;36594;1939.482;39814.272;4.586536297;80.2;49331.00047;0.08;1.2;12091
31/10/2013;564341;637682;1202023;236;20;0;0;0;1242.2;0.265670749;1.429602206;3.372;11.9;257558;4.46;317.2812766;7.27;36473;1750.704;39682.624;4.586536297;72.38;49297.89797;0.09;1;12080
30/11/2013;581619;656743;1238362;237;20;0;0;0;1253.5;-0.324116627;1.97309786;3.372;12.1;240125;4.42;317.4798194;7.27;36545;1681.07;39760.96;4.586536297;72.03;49267.06847;0.08;1.2;12080
31/12/2013;613553;738777;1352330;238;20;0;0;0;1279.3;-0.553171263;2.03051627;3.409;12;241302;4.42;317.6644332;6.93;36565;1718.555;39665.712;4.654798367;77.54;49718.81756;0.09;1.5;12084
31/1/2014;477627;530995;1008622;239;21;1;0;0;1289.1;-0.793345778;1.463582542;3.375;12.3;226413;4.42;317.8353159;6.93;36652;1869.252;39760.0896;4.654798367;79.41;49692.08646;0.07;1.6;11987
28/2/2014;564677;623880;1188557;240;21;1;0;0;1322.3;-0.48528362;0.612058507;3.52;13.8;213949;4.23;318.003744;6.93;36859;1990.386;39984.6432;4.654798367;78.3;49665.76746;0.07;1.1;12019
31/3/2014;740481;790160;1530641;241;21;1;0;0;1314.3;-0.535743722;0.112266643;3.651;13;253424;4.23;318.1688164;6.67;37058;2001.132;39733.5876;5.036816047;83.86;49525.90947;0.08;1.5;12061
30/4/2014;657912;725943;1383855;242;21;0;1;0;1297.9;-0.435221352;0.223761321;3.788;10.6;256736;4.23;318.3511927;6.67;37142;2042.81;39823.6524;5.036816047;81.71;49497.53719;0.09;2;12079
31/5/2014;773916;826528;1600444;243;21;0;1;0;1280.1;-0.176145981;0.22634167;3.75;11.6;266237;4.5;318.5446639;6.67;37256;2123.592;39945.8832;5.036816047;82.21;49467.47437;0.09;2.1;12139
30/6/2014;684084;730329;1414413;244;21;0;1;0;1282.3;-0.35847977;0.143647865;3.778;12.2;263459;4.5;318.7349623;6.2;37406;2206.954;39833.6494;5.401943325;86.37;49997.02538;0.1;2.1;12254
31/7/2014;670463;758001;1428464;245;21;0;0;1;1312.1;-0.225306168;0.198618194;3.617;12.3;270053;4.5;318.9504607;6.2;37445;2171.81;39875.1805;5.401943325;90.33;49963.24497;0.09;2;12259
31/8/2014;730886;831028;1578992;246;21;0;0;1;1284.6;-0.394895457;0.016313001;3.532;13.5;268831;4.16;319.1838362;6.2;37615;2106.44;40056.2135;5.401943325;93.42;49926.71367;0.09;1.7;12296
30/9/2014;562591;676427;1239018;247;21;0;0;1;1284.8;-0.36192193;-0.393410214;3.434;12.1;247688;4.16;319.4087676;6.1;37684;2185.672;39854.5984;5.268013654;89.04;50529.29548;0.09;1.7;12276
31/10/2014;577508;695630;1273138;248;21;0;0;0;1269.4;-0.026357955;-1.675387101;3.139;10.8;264171;4.16;319.6261189;6.1;37873;2196.634;40054.4848;5.268013654;94.05;50494.9347;0.09;1.7;12274
30/11/2014;576742;717135;1293877;249;21;0;0;0;1277.3;0.098452493;-3.085249429;2.907;12.9;241622;4.06;319.819228;6.1;38059;2207.422;40251.1984;5.268013654;91.03;50464.44549;0.09;1.3;12283
31/12/2014;656446;841764;1498210;250;21;0;0;0;1267.5;-0.059573289;-4.201561583;2.392;12.2;252394;4.06;320.0062789;5.7;38223;2331.603;40210.596;5.225131848;93.06;50687.13043;0.12;0.8;12294
31/1/2015;515478;631509;1146987;251;22;1;0;0;1264;-0.163950303;-4.020056179;2.133;13.1;233498;4.06;320.1742942;5.7;38326;2337.886;40318.952;5.225131848;103.8;50660.53176;0.11;-0.1;12203
28/2/2015;557644;694690;1252334;252;22;1;0;0;1283.3;0.058628372;-2.862833297;2.415;11.8;217220;4.53;320.3261548;5.7;38448;2422.224;40447.296;5.225131848;98.82;50636.51455;0.11;0;12219
31/3/2015;713375;826456;1539831;253;22;1;0;0;1275.4;0.290031213;-1.273838302;2.531;12.7;258017;4.53;320.4880463;5.53;38398;2227.084;40536.7686;5.342196706;101.44;51015.94331;0.11;-0.1;12254
30/4/2015;648560;800092;1448652;254;22;0;1;0;1299.2;0.121346672;-0.470444397;2.656;11.1;262817;4.53;320.6558906;5.53;38604;2393.448;40754.2428;5.342196706;94.32;50989.23949;0.12;-0.2;12267
31/5/2015;745881;881742;1627623;255;22;0;1;0;1307.6;0.077199851;-0.480715262;2.857;12.4;270839;4.15;320.8445248;5.53;38720;2400.64;40876.704;5.342196706;94.57;50959.26138;0.12;0;12319
30/6/2015;659895;810991;1470886;256;22;0;1;0;1297.4;0.495374887;-0.663253892;2.885;13.1;270574;4.15;321.0363336;5.4;38752;2441.376;40685.7248;5.208086317;99.8;51274.25863;0.13;0.1;12423
31/7/2015;647092;859650;1506742;257;22;0;0;1;1291.6;0.006234155;-1.137010408;2.833;11.8;278372;4.15;321.2385724;5.4;38722;2323.32;40654.2278;5.208086317;91;51241.97844;0.13;0.2;12426
31/8/2015;670582;898625;1559509;258;22;0;0;1;1289.4;0.092507581;-1.545567828;2.602;10.8;272209;4.09;321.4549017;5.4;38793;2327.58;40728.7707;5.208086317;101.3;51207.49416;0.14;0.2;12434
30/9/2015;598743;836381;1437411;259;22;0;0;1;1267.2;-0.088373647;-1.741943594;2.418;13.1;255090;4.09;321.6753711;5.1;38869;2332.14;40474.2897;5.334501899;102.6;51379.74954;0.14;0;12395
31/10/2015;601313;845248;1447510;260;22;0;0;0;1216.7;-0.426695159;-1.401012894;2.326;9.8;273530;4.09;321.8826907;5.1;39008;2457.504;40619.0304;5.334501899;99.1;51346.65664;0.12;0.2;12374
30/11/2015;527054;783709;1323498;261;22;0;0;0;1195.1;-0.63584856;-0.627120173;2.165;12.7;251453;4;322.0600682;5.1;38989;2378.329;40599.2457;5.334501899;92.6;51318.37701;0.12;0.5;12355
31/12/2015;632741;999918;1630148;262;22;0;0;0;1187.1;-0.440827869;0.364194791;2.141;11.3;262332;4;322.2290577;5;39012;2262.696;40408.6296;5.426311673;96.3;51353.53129;0.24;0.7;12368
31/1/2016;471819;670345;1157424;263;23;1;0;0;1168.5;-0.027716378;0.853238702;1.965;12.1;237074;4;322.3910087;5;38971;2299.289;40366.1618;5.426311673;97.8;51327.73419;0.34;1.4;12293
29/2/2016;555185;785962;1341147;264;23;1;0;0;1155.7;0.019301559;0.442150778;1.887;12.9;229039;4.17;322.5447633;5;38927;2140.985;40320.5866;5.426311673;94;51303.26666;0.38;1;12290
31/3/2016;665925;907761;1573686;265;23;1;0;0;1157.9;-0.311226176;-0.574740007;2.169;11.8;269710;4.17;322.7117688;4.93;38993;2222.601;40334.3592;5.404009982;96.1;51351.08665;0.36;0.9;12288
30/4/2016;608433;881265;1489698;266;23;0;1;0;1157.2;-0.603932101;-1.534835901;2.265;11.8;268383;4.17;322.8770385;4.93;39061;2148.355;40404.6984;5.404009982;94.7;51324.80178;0.37;1.1;12299
31/5/2016;625302;893406;1518708;267;23;0;1;0;1152.4;-0.768647979;-2.315659565;2.44;12.7;275288;4.33;323.0599974;4.93;39085;2110.59;40429.524;5.404009982;92.4;51295.73494;0.37;1;12312
30/6/2016;604484;908653;1513137;268;23;0;1;0;1178.2;-1.233021005;-3.091342651;2.432;12.7;277496;4.33;323.2511761;4.87;39112;1994.712;40484.8312;5.6039219;97.4;51549.69643;0.38;1;12434
31/7/2016;590738;925934;1516672;269;23;0;0;1;1196;-0.788225108;-3.746716164;2.289;11.1;281374;4.33;323.4610473;4.87;39150;1996.65;40524.165;5.6039219;96.7;51516.24946;0.39;0.8;12439
31/8/2016;579921;926313;1506234;270;23;0;0;1;1210.1;-0.749105313;-4.009065126;2.341;12.3;279418;4.25;323.6754543;4.87;39070;1914.43;40441.357;5.6039219;101.8;51482.12439;0.4;1.1;12430
30/9/2016;555463;874245;1429708;271;23;0;0;1;1216.7;-0.662343903;-4.065445731;2.334;12.5;261756;4.25;323.8928754;4.9;39020;1755.9;40401.308;5.796538718;103.5;51801.38642;0.4;1.5;12372
31/10/2016;506437;860735;1367172;272;23;0;0;0;1208.6;-0.337244628;-4.050856872;2.341;13.4;276039;4.25;324.0936304;4.9;38919;1595.679;40296.7326;5.796538718;100.8;51769.29883;0.4;1.6;12349
30/11/2016;508004;861619;1369623;273;23;0;0;0;1216.2;-0.190302253;-3.810201959;2.268;12.8;262224;4.45;324.2768462;4.9;38823;1436.451;40197.3342;5.796538718;109.4;51740.04927;0.41;1.7;12328
31/12/2016;599420;1080063;1679483;274;23;0;0;0;1189.9;-0.202592629;-3.508710361;2.419;13.9;263641;4.45;324.4514997;4.7;38742;1239.744;40462.1448;5.814784281;113.3;51938.11715;0.54;2.1;12341
31/1/2017;411489;726293;1137782;275;24;1;0;0;1230.2;0.514974459;-3.694591639;2.408;12.5;242282;4.45;324.6034806;4.7;38901;1439.337;40628.2044;5.814784281;111.6;51913.79947;0.65;2.5;12263
28/2/2017;484276;841623;1325899;276;24;1;0;0;1219.1;0.081326588;-4.252763428;2.427;13.7;233450;4.52;324.7642235;4.7;39020;1599.82;40752.488;5.814784281;116.1;51888.10461;0.66;2.7;12300
31/3/2017;589051;958993;1548044;277;24;1;0;0;1207.9;-0.131924299;-4.655967382;2.428;13.8;271958;4.52;324.9222217;4.67;39214;1529.346;40774.7172;5.83176858;124.9;52022.29602;0.79;2.4;12325
30/4/2017;537320;880042;1417362;278;24;0;1;0;1236;0.082445371;-4.63424391;2.559;14;271697;4.52;325.0931931;4.67;39166;1449.142;40724.8068;5.83176858;119.4;51994.93671;0.9;2.2;12336
31/5/2017;562233;947400;1509633;279;24;0;1;0;1240.8;-0.115218568;-4.311826277;2.516;12.5;281227;4.67;325.2823853;4.67;39308;1493.704;40872.4584;5.83176858;117.6;51964.69519;0.91;1.9;12375
30/6/2017;520568;943709;1464277;280;24;0;1;0;1242.4;-0.263484407;-4.297929639;2.404;12.6;280943;4.67;325.4654746;4.37;39261;1413.396;40796.1051;6.587161838;117.3;52328.43827;1.04;1.6;12496
31/7/2017;501179;907305;1408484;281;24;0;0;1;1175.6;-1.082122636;-4.082306111;2.467;13.6;283570;4.67;325.6704786;4.37;39263;1334.942;40798.1833;6.587161838;120;52295.49843;1.15;1.7;12486
31/8/2017;523354;951676;1475030;282;24;0;0;1;1152.9;-1.232960155;-3.802344365;2.513;12.9;283323;4.42;325.8932442;4.37;39211;1333.174;40744.1501;6.587161838;120.4;52259.75162;1.16;1.9;12544
30/9/2017;534177;981582;1515759;283;24;0;0;1;1070.2;-1.677066536;-3.748543676;2.701;12.1;262543;4.42;326.1109268;4.3;39179;1175.37;40710.8989;6.291616421;120.6;52649.87644;1.15;2.2;12498
31/10/2017;457603;889899;1347502;284;24;0;0;0;1011.8;-2.103025896;-2.892491102;2.602;14;262543;4.42;326.3131095;4.3;39277;1256.864;40812.7307;6.291616421;126.2;52617.25472;1.15;2;12495
30/11/2017;460510;927449;1387959;285;24;0;0;0;1011.8;-2.206267504;-1.394886384;2.648;12.6;262543;4.42;326.3131095;4.3;39277;1256.864;40812.7307;6.291616421;129.5;52617.25472;1.16;2;12509
